--------- beginning of /dev/log/system 
05-19 17:11:35.445 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService in 5000ms 
05-19 17:47:47.383 E/ActivityManager(  374):   96% 12519/com.pekall.emdm.launcher: 96% user + 0% kernel
05-19 17:47:47.383 E/ActivityManager(  374):     98% 12532/Thread-642: 98% user + 0% kernel
05-19 17:47:47.383 E/ActivityManager(  374):   92% 14995/com.pekall.emdm.launcher:remote: 92% user + 0% kernel
05-19 17:47:47.383 E/ActivityManager(  374):     92% 15008/Thread-771: 92% user + 0% kernel
05-19 17:47:47.383 E/ActivityManager(  374):   5.3% 374/system_server: 1.7% user + 3.5% kernel / faults: 2 minor
05-19 17:47:47.383 E/ActivityManager(  374):     7.1% 390/ActivityManager: 3.5% user + 3.5% kernel
05-19 17:47:47.383 E/ActivityManager(  374):   2.1% 8665/com.google.android.email: 1% user + 1% kernel / faults: 8 minor
05-19 17:47:47.383 E/ActivityManager(  374):     1% 8679/Thread-391: 1% user + 0% kernel
05-19 17:47:47.383 E/ActivityManager(  374): 100% TOTAL: 99% user + 0.9% kernel
05-19 17:47:47.391 W/ActivityManager(  374): Killing ProcessRecord{42917440 14995:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-19 17:47:47.453 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 14995) has died.
05-19 17:47:47.453 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 80000ms
05-19 17:48:08.649 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:48:08.649 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:48:08.649 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:48:08.649 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:48:08.656 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:48:08.656 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:48:08.656 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:48:08.656 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:48:08.656 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:48:08.656 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:48:08.656 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:48:08.656 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:48:08.664 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:48:08.664 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:48:09.016 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:48:09.016 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:48:09.016 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:48:09.016 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:48:09.016 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:48:09.016 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:48:09.016 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:48:09.039 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:48:09.047 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:48:09.047 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:48:09.047 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:48:09.047 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:48:09.047 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:48:09.055 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:49:07.469 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=15031 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-19 17:49:07.789 D/ActivityThread(15031): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-19 17:49:07.883 D/ActivityThread(15031): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-19 17:49:09.086 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:49:09.086 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:49:09.086 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:49:09.086 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:49:09.149 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:49:09.149 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:49:09.149 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:49:09.211 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:49:09.211 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:49:09.234 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:49:09.281 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:49:09.281 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:49:09.297 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:49:09.461 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:49:13.016 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:49:13.031 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:49:13.031 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:49:13.039 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:49:13.094 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:49:13.149 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:49:13.164 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:49:13.180 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:49:13.211 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:49:13.227 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:49:13.258 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:49:13.274 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:49:13.274 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:49:13.274 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:49:15.625 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-19 17:49:27.516 W/ActivityManager(  374): Timeout executing service: ServiceRecord{428c3d68 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-19 17:49:35.344 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-19 17:49:35.344 E/ActivityManager(  374): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-19 17:49:35.344 E/ActivityManager(  374): Load: 2.26 / 2.14 / 1.83
05-19 17:49:35.344 E/ActivityManager(  374): CPU usage from 0ms to 7794ms later:
05-19 17:49:35.344 E/ActivityManager(  374):   87% 12519/com.pekall.emdm.launcher: 86% user + 0.1% kernel
05-19 17:49:35.344 E/ActivityManager(  374):   86% 15031/com.pekall.emdm.launcher:remote: 86% user + 0.2% kernel / faults: 105 minor
05-19 17:49:35.344 E/ActivityManager(  374):   21% 374/system_server: 17% user + 3.8% kernel / faults: 556 minor
05-19 17:49:35.344 E/ActivityManager(  374):   2.1% 448/com.android.systemui: 1.9% user + 0.2% kernel / faults: 22 minor
05-19 17:49:35.344 E/ActivityManager(  374):   0.6% 561/com.android.phone: 0.5% user + 0.1% kernel / faults: 47 minor
05-19 17:49:35.344 E/ActivityManager(  374):   0% 568/com.android.nfc: 0% user + 0% kernel / faults: 27 minor
05-19 17:49:35.344 E/ActivityManager(  374):   0.2% 135/adbd: 0% user + 0.2% kernel
05-19 17:49:35.344 E/ActivityManager(  374):   0.1% 1661/com.qihoo360.mobilesafe:GuardService: 0.1% user + 0% kernel
05-19 17:49:35.344 E/ActivityManager(  374):   0.1% 10758/com.qihoo.appstore: 0.1% user + 0% kernel / faults: 1 minor
05-19 17:49:35.344 E/ActivityManager(  374):   0.1% 14808/logcat: 0.1% user + 0% kernel
05-19 17:49:35.344 E/ActivityManager(  374): 99% TOTAL: 96% user + 2.5% kernel + 0% softirq
05-19 17:49:35.344 E/ActivityManager(  374): CPU usage from 7001ms to 7539ms later:
05-19 17:49:35.344 E/ActivityManager(  374):   92% 12519/com.pekall.emdm.launcher: 92% user + 0% kernel
05-19 17:49:35.344 E/ActivityManager(  374):     94% 12532/Thread-642: 94% user + 0% kernel
05-19 17:49:35.344 E/ActivityManager(  374):   89% 15031/com.pekall.emdm.launcher:remote: 89% user + 0% kernel
05-19 17:49:35.344 E/ActivityManager(  374):     90% 15044/Thread-774: 90% user + 0% kernel
05-19 17:49:35.344 E/ActivityManager(  374):   7.4% 374/system_server: 1.8% user + 5.5% kernel
05-19 17:49:35.344 E/ActivityManager(  374):     3.7% 390/ActivityManager: 0% user + 3.7% kernel
05-19 17:49:35.344 E/ActivityManager(  374): 94% TOTAL: 89% user + 3.6% kernel + 0.9% softirq
05-19 17:49:35.344 W/ActivityManager(  374): Killing ProcessRecord{42548ae8 15031:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-19 17:49:35.367 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 15031) has died.
05-19 17:49:35.375 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 320000ms
05-19 17:50:08.844 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:50:08.844 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:50:08.852 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:50:08.852 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:50:08.852 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:50:08.852 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:50:08.852 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:50:08.859 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:50:08.859 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:50:08.859 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:50:08.859 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:50:08.859 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:50:08.867 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:50:08.867 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:50:09.274 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:50:09.274 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:50:09.274 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:50:09.274 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:50:09.281 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:50:09.281 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:50:09.281 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:50:09.281 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:50:09.281 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:50:09.289 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:50:09.289 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:50:09.289 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:50:09.289 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:50:09.289 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:51:08.922 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:51:08.922 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:51:08.922 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:51:08.922 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:51:08.922 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:51:08.922 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:51:08.922 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:51:08.930 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:51:08.930 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:51:08.930 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:51:08.930 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:51:08.930 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:51:08.930 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:51:08.938 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:51:09.313 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:51:09.313 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:51:09.313 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:51:09.313 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:51:09.313 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:51:09.313 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:51:09.313 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:51:09.313 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:51:09.313 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:51:09.320 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:51:09.320 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:51:09.320 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:51:09.328 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:51:09.328 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:51:34.289 I/ActivityManager(  374): No longer want com.nd.assistance.ServerService (pid 14159): empty for 1802s
05-19 17:51:34.297 W/ActivityManager(  374): Scheduling restart of crashed service com.nd.assistance/.server.ServerService in 5000ms
05-19 17:51:35.094 I/ActivityManager(  374): Start proc com.nd.assistance.ServerService for service com.nd.assistance/.server.ServerService: pid=15080 uid=10068 gids={50068, 3003, 1015, 1006, 1028}
05-19 17:51:47.688 I/ActivityManager(  374): Process com.nd.assistance.ServerService (pid 15080) has died.
05-19 17:51:47.688 W/ActivityManager(  374): Scheduling restart of crashed service com.nd.assistance/.server.ServerService in 5000ms
05-19 17:51:52.016 I/ActivityManager(  374): Start proc com.nd.assistance.ServerService for service com.nd.assistance/.server.ServerService: pid=15156 uid=10068 gids={50068, 3003, 1015, 1006, 1028}
05-19 17:52:08.984 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:52:08.984 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:52:08.984 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:52:08.984 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:52:09.000 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:52:09.000 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-19 17:52:09.000 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-19 17:52:09.000 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-19 17:52:09.000 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-19 17:52:09.000 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-19 17:52:09.008 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-19 17:52:09.008 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-19 17:52:09.008 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-19 17:52:09.031 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-19 17:52:09.453 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-19 17:52:09.453 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-19 17:52:09.453 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-19 17:52:09.453 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-19 17:52:09.453 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-19 17:52:09.461 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
