--------- beginning of /dev/log/system 
05-22 10:17:34.189 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothInputDevice.<init>:240 android.bluetooth.BluetoothAdapter.getProfileProxy:1168 com.android.settings.bluetooth.LocalBluetoothAdapter.getProfileProxy:94  
05-22 10:17:34.197 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1171 com.android.settings.bluetooth.PanProfile.<init>:73  
05-22 10:17:34.205 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPbap.<init>:161 com.android.settings.bluetooth.PbapServerProfile.<init>:68 com.android.settings.bluetooth.LocalBluetoothProfileManager.<init>:124  
05-22 10:17:34.353 D/WifiService(  374): setWifiEnabled: true pid=12685, uid=1000 
05-22 10:56:22.424 D/UiObject(15629): getText() = Apps
05-22 10:56:22.439 I/QueryController(15629): Matched selector: UiSelector[TEXT=Apps, CLASS=android.widget.TextView, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@18e2a; boundsInParent: Rect(524257, 0 - 524399, 104); boundsInScreen: Rect(0, 50 - 142, 154); packageName: com.android.launcher; className: android.widget.TextView; text: Apps; contentDescription: Apps; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: true; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:22.447 I/QueryController(15629): Matched selector: UiSelector[TEXT=Apps, CLASS=android.widget.TextView, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@18e2a; boundsInParent: Rect(524257, 0 - 524399, 104); boundsInScreen: Rect(0, 50 - 142, 154); packageName: com.android.launcher; className: android.widget.TextView; text: Apps; contentDescription: Apps; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: true; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:22.447 D/InteractionController(15629): clickAndWaitForNewWindow(71, 102)
05-22 10:56:25.556 W/InteractionController(15629): runAndwaitForEvent timedout waiting for events
05-22 10:56:25.564 I/QueryController(15629): Matched selector: UiSelector[PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@7c21; boundsInParent: Rect(0, 0 - 720, 1184); boundsInScreen: Rect(0, 0 - 720, 1184); packageName: com.android.launcher; className: android.widget.FrameLayout; text: null; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS]]
05-22 10:56:25.580 I/QueryController(15629): Matched selector: UiSelector[TEXT=Settings] <<==>> [android.view.accessibility.AccessibilityNodeInfo@15436a; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(16, 379 - 164, 563); packageName: com.android.launcher; className: android.widget.TextView; text: Settings; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:25.588 I/QueryController(15629): Matched selector: UiSelector[TEXT=Settings] <<==>> [android.view.accessibility.AccessibilityNodeInfo@15436a; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(16, 379 - 164, 563); packageName: com.android.launcher; className: android.widget.TextView; text: Settings; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:25.588 D/InteractionController(15629): clickAndWaitForNewWindow(90, 471)
05-22 10:56:25.736 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-22 10:56:25.736 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.settings/.Settings} from pid 576
05-22 10:56:25.846 D/dalvikvm(  374): GC_FOR_ALLOC freed 1572K, 24% free 23045K/30132K, paused 70ms, total 70ms
05-22 10:56:25.931 D/BluetoothAdapter(15304): 1111116728: getState() :  mService = null. Returning STATE_OFF
05-22 10:56:26.010 D/WifiService(  374): setWifiEnabled: true pid=15304, uid=1000
05-22 10:56:26.025 D/BluetoothAdapter(15304): 1111116728: getState() :  mService = null. Returning STATE_OFF
05-22 10:56:26.072 D/dalvikvm(15304): GC_CONCURRENT freed 444K, 15% free 10266K/12020K, paused 3ms+7ms, total 33ms
05-22 10:56:26.158 I/ActivityManager(  374): Displayed com.android.settings/.Settings: +282ms
05-22 10:56:27.541 I/QueryController(15629): Matched selector: UiSelector[TEXT=Settings, CLASS=android.widget.TextView, PACKAGE NAME=com.android.settings] <<==>> [android.view.accessibility.AccessibilityNodeInfo@40c9a; boundsInParent: Rect(0, 0 - 131, 48); boundsInScreen: Rect(97, 74 - 228, 122); packageName: com.android.settings; className: android.widget.TextView; text: Settings; contentDescription: null; viewIdResName: android:id/action_bar_title; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:27.564 I/QueryController(15629): Matched selector: UiSelector[TEXT=Wi‑Fi] <<==>> [android.view.accessibility.AccessibilityNodeInfo@4bd09; boundsInParent: Rect(0, 0 - 83, 48); boundsInScreen: Rect(116, 236 - 199, 284); packageName: com.android.settings; className: android.widget.TextView; text: Wi‑Fi; contentDescription: null; viewIdResName: android:id/title; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:27.588 I/QueryController(15629): Matched selector: UiSelector[TEXT=Wi‑Fi] <<==>> [android.view.accessibility.AccessibilityNodeInfo@4bd09; boundsInParent: Rect(0, 0 - 83, 48); boundsInScreen: Rect(116, 236 - 199, 284); packageName: com.android.settings; className: android.widget.TextView; text: Wi‑Fi; contentDescription: null; viewIdResName: android:id/title; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:27.596 D/InteractionController(15629): clickAndWaitForNewWindow(157, 260)
05-22 10:56:27.767 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-22 10:56:27.767 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cmp=com.android.settings/.SubSettings (has extras)} from pid 15304
05-22 10:56:27.869 D/dalvikvm(  374): GC_FOR_ALLOC freed 1545K, 24% free 23052K/30132K, paused 72ms, total 72ms
05-22 10:56:27.963 D/dalvikvm(15304): GC_CONCURRENT freed 586K, 17% free 10070K/12020K, paused 1ms+4ms, total 23ms
05-22 10:56:28.142 D/dalvikvm(15304): GC_CONCURRENT freed 93K, 14% free 10387K/12020K, paused 1ms+4ms, total 23ms
05-22 10:56:28.221 I/ActivityManager(  374): Displayed com.android.settings/.SubSettings: +337ms
05-22 10:56:28.244 I/AndroidRuntime(15629): VM exiting with result code 0.
05-22 10:56:28.392 D/dalvikvm(15304): GC_CONCURRENT freed 201K, 13% free 10576K/12020K, paused 3ms+11ms, total 46ms
05-22 10:56:32.510 D/MdmService(14465): [null:-1]->receiver action :com.pekall.mdm.action.MDM_ALARM
05-22 10:56:32.510 D/MdmService(14465): [null:-1]->keepAliveWithPushServer client is opened:true
05-22 10:56:32.510 D/MDM :   (14465): [null:-1]->ping!!!!!!!!!
05-22 10:56:32.517 D/MdmService(14465): [null:-1]->pushUrl : ws://test.mdm.everknow.cn:9090/websocket
05-22 10:56:32.517 D/MDM :   (14465): [null:-1]->mMdmPushClient is :not null
05-22 10:56:32.517 D/MDM :   (14465): [null:-1]->mMdmPushClient opened : opened
05-22 10:56:32.541 D/MDM :   (14465): [null:-1]->MSG_WEBSOCKET_PONG
05-22 10:56:36.838 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-22 10:56:36.885 D/dalvikvm( 1468): GC_CONCURRENT freed 461K, 21% free 9935K/12512K, paused 5ms+4ms, total 30ms
05-22 10:56:37.127 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:56:37.127 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:56:37.127 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:56:37.135 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:56:37.135 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:56:37.135 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:56:37.135 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:56:37.135 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:56:37.135 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:56:37.135 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:56:37.142 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:56:37.142 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:56:37.142 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:56:37.142 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:56:37.275 D/dalvikvm( 1468): GC_CONCURRENT freed 306K, 20% free 10063K/12512K, paused 6ms+6ms, total 34ms
05-22 10:56:37.416 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:56:37.416 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:56:37.424 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:56:37.455 D/dalvikvm( 1468): GC_CONCURRENT freed 520K, 21% free 9975K/12512K, paused 4ms+5ms, total 27ms
05-22 10:56:39.619 D/dalvikvm(15304): GC_CONCURRENT freed 561K, 13% free 10534K/12020K, paused 2ms+13ms, total 46ms
05-22 10:56:42.885 D/AndroidRuntime(15660): 
05-22 10:56:42.885 D/AndroidRuntime(15660): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
05-22 10:56:42.885 D/AndroidRuntime(15660): CheckJNI is OFF
05-22 10:56:42.892 D/dalvikvm(15660): Trying to load lib libjavacore.so 0x0
05-22 10:56:42.900 D/dalvikvm(15660): Added shared lib libjavacore.so 0x0
05-22 10:56:42.908 D/dalvikvm(15660): Trying to load lib libnativehelper.so 0x0
05-22 10:56:42.908 D/dalvikvm(15660): Added shared lib libnativehelper.so 0x0
05-22 10:56:43.056 D/AndroidRuntime(15660): Calling main entry com.android.commands.uiautomator.Launcher
05-22 10:56:43.096 D/dalvikvm(15660): Note: class Landroid/app/ActivityManagerNative; has 163 unimplemented (abstract) methods
05-22 10:56:44.588 D/dalvikvm(15304): GC_CONCURRENT freed 391K, 13% free 10560K/12020K, paused 2ms+2ms, total 37ms
05-22 10:56:44.861 D/dalvikvm(  374): GC_FOR_ALLOC freed 1830K, 24% free 22973K/30132K, paused 70ms, total 70ms
05-22 10:56:44.869 D/BluetoothAdapter(15304): 1111116728: getState() :  mService = null. Returning STATE_OFF
05-22 10:56:44.939 I/dalvikvm(15304): Jit: resizing JitTable from 4096 to 8192
05-22 10:56:46.346 I/QueryController(15660): Matched selector: UiSelector[DESCRIPTION=Apps, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@18e2a; boundsInParent: Rect(524257, 0 - 524399, 104); boundsInScreen: Rect(0, 50 - 142, 154); packageName: com.android.launcher; className: android.widget.TextView; text: Apps; contentDescription: Apps; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: true; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:46.853 I/QueryController(15660): Matched selector: UiSelector[DESCRIPTION=Apps, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@18e2a; boundsInParent: Rect(524257, 0 - 524399, 104); boundsInScreen: Rect(0, 50 - 142, 154); packageName: com.android.launcher; className: android.widget.TextView; text: Apps; contentDescription: Apps; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: true; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:46.853 D/InteractionController(15660): clickAndWaitForNewWindow(71, 102)
05-22 10:56:49.963 W/InteractionController(15660): runAndwaitForEvent timedout waiting for events
05-22 10:56:49.978 I/QueryController(15660): Matched selector: UiSelector[TEXT=Apps, CLASS=android.widget.TextView, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@18e2a; boundsInParent: Rect(524257, 0 - 524399, 104); boundsInScreen: Rect(0, 50 - 142, 154); packageName: com.android.launcher; className: android.widget.TextView; text: Apps; contentDescription: Apps; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: true; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:49.994 I/QueryController(15660): Matched selector: UiSelector[TEXT=Apps, CLASS=android.widget.TextView, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@18e2a; boundsInParent: Rect(524257, 0 - 524399, 104); boundsInScreen: Rect(0, 50 - 142, 154); packageName: com.android.launcher; className: android.widget.TextView; text: Apps; contentDescription: Apps; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: true; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:49.994 D/UiObject(15660): getText() = Apps
05-22 10:56:50.010 I/QueryController(15660): Matched selector: UiSelector[TEXT=Apps, CLASS=android.widget.TextView, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@18e2a; boundsInParent: Rect(524257, 0 - 524399, 104); boundsInScreen: Rect(0, 50 - 142, 154); packageName: com.android.launcher; className: android.widget.TextView; text: Apps; contentDescription: Apps; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: true; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:50.017 I/QueryController(15660): Matched selector: UiSelector[TEXT=Apps, CLASS=android.widget.TextView, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@18e2a; boundsInParent: Rect(524257, 0 - 524399, 104); boundsInScreen: Rect(0, 50 - 142, 154); packageName: com.android.launcher; className: android.widget.TextView; text: Apps; contentDescription: Apps; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: true; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:56:50.025 D/InteractionController(15660): clickAndWaitForNewWindow(71, 102)
05-22 10:56:53.127 W/InteractionController(15660): runAndwaitForEvent timedout waiting for events
05-22 10:56:53.135 I/QueryController(15660): Matched selector: UiSelector[PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@7c21; boundsInParent: Rect(0, 0 - 720, 1184); boundsInScreen: Rect(0, 0 - 720, 1184); packageName: com.android.launcher; className: android.widget.FrameLayout; text: null; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS]]
