--------- beginning of /dev/log/system 
05-22 10:07:14.838 W/ActivityManager(  374): Killing ProcessRecord{42540e98 12499:com.pekall.emdm.launcher:remote/u0a10066}: background ANR 
05-22 10:48:59.252 D/CommandManager(14465): [null:-1]->execute command: CommandMsg{CommandUUID='ee943009-e1e1-4cd3-88f5-ae00f6d5b170', Command=CommandClearPasscode{super=CommandObject{RequestType='ClearPasscode'}UnlockToken=[]}}
05-22 10:48:59.463 V/SecuritySelectorView(  374): Camera disabled by Device Policy
05-22 10:48:59.463 I/PowerManagerService(  374): Going to sleep due to device administration policy...
05-22 10:48:59.471 D/CommandManager(14465): [null:-1]->requestType: ClearPasscode
05-22 10:48:59.924 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-22 10:48:59.931 V/CounterTextView(14465): onReceive
05-22 10:48:59.931 D/        (14465): [---null: -1---]   msg  xxd1
05-22 10:48:59.947 V/CounterTextView(14465): onReceive
05-22 10:48:59.947 D/        (14465): [---null: -1---]   msg  xxd1
05-22 10:49:00.221 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-22 10:49:00.244 V/KeyguardHostView(  374): hide transport, gen:1
05-22 10:49:00.252 V/KeyguardHostView(  374): music state changed: 0
05-22 10:49:00.299 V/WiseDownloadConditionControler(11077): checkCondition  type : TODAY_LAUNCHED_USER  inerrupting: false
05-22 10:49:00.346 D/LightsService(  374): Excessive delay setting light: 98ms
05-22 10:49:00.346 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-22 10:49:00.353 D/SurfaceFlinger(  124): Screen released, type=0 flinger=0x40e95478
05-22 10:49:00.353 V/MDM :   (14465): [null:-1]->Screen receiver is called.
05-22 10:49:00.361 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): [null:-1]->update command ee943009-e1e1-4cd3-88f5-ae00f6d5b170 to commandStatus <?xml version="1.0" encoding="UTF-8"?>
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): <plist version="1.0">
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): <dict>
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): 	<key>CommandUUID</key>
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): 	<string>ee943009-e1e1-4cd3-88f5-ae00f6d5b170</string>
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): 	<key>Status</key>
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): 	<string>Acknowledged</string>
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): 	<key>UDID</key>
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): 	<string>00013fbc8ecec5b90000014621d2a3af</string>
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): </dict>
05-22 10:49:00.424 D/MdmDatabaseHelper(14465): </plist>
05-22 10:49:00.471 D/dalvikvm( 1661): GC_EXPLICIT freed 735K, 18% free 13068K/15888K, paused 5ms+9ms, total 115ms
05-22 10:49:00.572 D/PowerManagerService-JNI(  374): Excessive delay in autosuspend_enable() while turning screen off: 146ms
05-22 10:49:00.986 I/QueryController(14889): Matched selector: UiSelector[TEXT=6 MNO, CLASS=android.widget.Button, PACKAGE NAME=android] <<==>> [android.view.accessibility.AccessibilityNodeInfo@5e4257; boundsInParent: Rect(0, 0 - 203, 123); boundsInScreen: Rect(461, 692 - 664, 815); packageName: android; className: android.widget.Button; text: 6 MNO; contentDescription: Dot.; viewIdResName: android:id/key6; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:49:00.994 D/InteractionController(14889): clickAndSync(562, 753)
05-22 10:49:00.994 I/InputDispatcher(  374): Dropped event because input dispatch is disabled.
05-22 10:49:00.994 W/InputManager(  374): Input event injection from pid 14889 failed.
05-22 10:49:01.666 I/QueryController(14889): Matched selector: UiSelector[DESCRIPTION=Enter] <<==>> [android.view.accessibility.AccessibilityNodeInfo@5e551c; boundsInParent: Rect(0, 0 - 203, 124); boundsInScreen: Rect(461, 939 - 664, 1063); packageName: android; className: android.widget.ImageButton; text: null; contentDescription: Enter; viewIdResName: android:id/key_enter; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:49:01.666 D/InteractionController(14889): clickAndWaitForNewWindow(562, 1001)
05-22 10:49:01.666 I/InputDispatcher(  374): Dropped event because input dispatch is disabled.
05-22 10:49:01.666 W/InputManager(  374): Input event injection from pid 14889 failed.
05-22 10:49:02.025 I/TransInfo(14465): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.c.b
05-22 10:49:02.025 D/NetworkThread(14465): [null:-1]->----isRunning-----true
05-22 10:49:02.025 D/NetworkThread(14465): [null:-1]->----isRunning-----true
05-22 10:49:02.025 D/NetworkThread(14465): [null:-1]->thread wakeup
05-22 10:49:02.033 D/NetworkThread(14465): [null:-1]->sendHttpPost:PostRequest, url: http://192.168.10.21/rest/mdm/v1/ios/android_server, Params: [content:<?xml version="1.0" encoding="UTF-8"?>
05-22 10:49:02.033 D/NetworkThread(14465): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 10:49:02.033 D/NetworkThread(14465): <plist version="1.0">
05-22 10:49:02.033 D/NetworkThread(14465): <dict>
05-22 10:49:02.033 D/NetworkThread(14465): 	<key>CommandUUID</key>
05-22 10:49:02.033 D/NetworkThread(14465): 	<string>ee943009-e1e1-4cd3-88f5-ae00f6d5b170</string>
05-22 10:49:02.033 D/NetworkThread(14465): 	<key>Status</key>
05-22 10:49:02.033 D/NetworkThread(14465): 	<string>Acknowledged</string>
05-22 10:49:02.033 D/NetworkThread(14465): 	<key>UDID</key>
05-22 10:49:02.033 D/NetworkThread(14465): 	<string>00013fbc8ecec5b90000014621d2a3af</string>
05-22 10:49:02.033 D/NetworkThread(14465): </dict>
05-22 10:49:02.033 D/NetworkThread(14465): </plist>], 
05-22 10:49:02.033 D/HttpClient(14465): enable apache.http debug
05-22 10:49:02.049 V/DEBUG   (14465): HTTP 0
05-22 10:49:02.330 D/MDM :   (14465): [null:-1]->statusCode : 200
05-22 10:49:02.338 D/MDM :   (14465): [null:-1]->statusCode : 200
05-22 10:49:02.338 V/DEBUG   (14465): HTTP 1
05-22 10:49:02.346 D/MDM :   (14465): [null:-1]->Get joson string: 
05-22 10:49:02.346 D/MdmDatabaseHelper(14465): [null:-1]->update command ee943009-e1e1-4cd3-88f5-ae00f6d5b170 to status executed
05-22 10:49:02.377 D/NetworkThread(14465): [null:-1]->clear mCurrentTransInfo
05-22 10:49:02.377 D/NetworkThread(14465): [null:-1]->queue is empty, thread wait...
05-22 10:49:02.447 D/MdmService(14465): [null:-1]->handleCheckInResult
05-22 10:49:02.447 D/MdmService(14465): [null:-1]->handleCheckInResult result keyIndex: 3
05-22 10:49:02.471 D/HandleCommandTask(14465): [null:-1]->execute command msg but beanBase is null
05-22 10:49:02.471 D/MdmStatusManager(14465): [null:-1]->change status to : Idle
05-22 10:49:04.666 W/InteractionController(14889): runAndwaitForEvent timedout waiting for events
05-22 10:49:04.736 I/QueryController(14889): Matched selector: UiSelector[PACKAGE NAME=android] <<==>> [android.view.accessibility.AccessibilityNodeInfo@7c1c; boundsInParent: Rect(0, 0 - 720, 1184); boundsInScreen: Rect(0, 0 - 720, 1184); packageName: android; className: android.widget.FrameLayout; text: null; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS]]
05-22 10:49:04.736 I/PowerManagerService(  374): Waking up from sleep...
05-22 10:49:05.111 D/PowerManagerService-JNI(  374): Excessive delay in autosuspend_disable() while turning screen on: 351ms
05-22 10:49:05.111 D/SurfaceFlinger(  124): Screen acquired, type=0 flinger=0x40e95478
05-22 10:49:05.642 D/dalvikvm( 1661): GC_EXPLICIT freed 28K, 18% free 13040K/15888K, paused 3ms+5ms, total 157ms
05-22 10:49:06.744 I/ActivityManager(  374): Process com.android.settings (pid 13966) has died.
05-22 10:49:06.752 I/AndroidRuntime(14889): VM exiting with result code 0.
05-22 10:49:10.361 I/Process (  374): Sending signal. PID: 14914 SIG: 3
05-22 10:49:10.361 W/BroadcastQueue(  374): Timeout of broadcast BroadcastRecord{43089838 u-1 android.intent.action.SCREEN_OFF} - receiver=android.os.BinderProxy@42f1a3b8, started 10000ms ago
05-22 10:49:10.361 W/BroadcastQueue(  374): Receiver during timeout: BroadcastFilter{42f054a8 u0 ReceiverList{42f0cf48 14914 com.pekall.emdm.launcher:remote/10066/u0 remote:42f1a3b8}}
05-22 10:49:10.369 I/dalvikvm(14914): threadid=3: reacting to signal 3
05-22 10:49:10.385 I/WindowManager(  374): Lock screen displayed!
05-22 10:49:10.572 I/Process (  374): Sending signal. PID: 374 SIG: 3
05-22 10:49:10.572 I/dalvikvm(  374): threadid=3: reacting to signal 3
05-22 10:49:10.603 D/LightsService(  374): Excessive delay setting light: 187ms
05-22 10:49:10.619 D/dalvikvm(14914): JIT unchain all for threadid=11
05-22 10:49:10.697 I/dalvikvm(14914): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:12.736 I/dalvikvm(  374): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:12.736 I/Process (  374): Sending signal. PID: 561 SIG: 3
05-22 10:49:12.736 I/dalvikvm(  561): threadid=3: reacting to signal 3
05-22 10:49:12.736 I/Process (  374): Sending signal. PID: 448 SIG: 3
05-22 10:49:12.736 I/dalvikvm(  448): threadid=3: reacting to signal 3
05-22 10:49:12.744 I/Process (  374): Sending signal. PID: 568 SIG: 3
05-22 10:49:12.744 I/dalvikvm(  568): threadid=3: reacting to signal 3
05-22 10:49:12.760 I/Choreographer(  374): Skipped 137 frames!  The application may be doing too much work on its main thread.
05-22 10:49:12.799 I/dalvikvm(  568): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:12.822 I/dalvikvm(  561): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:13.306 I/dalvikvm(  448): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:13.338 D/dalvikvm(  374): JIT code cache reset in 11 ms (1048536 bytes 54/0)
05-22 10:49:13.361 D/dalvikvm(  374): GC_CONCURRENT freed 3949K, 22% free 23745K/30132K, paused 4ms+32ms, total 292ms
05-22 10:49:13.361 D/dalvikvm(  374): WAIT_FOR_CONCURRENT_GC blocked 236ms
05-22 10:49:13.361 D/dalvikvm(  374): WAIT_FOR_CONCURRENT_GC blocked 202ms
05-22 10:49:13.369 D/dalvikvm(  374): WAIT_FOR_CONCURRENT_GC blocked 63ms
05-22 10:49:13.744 D/dalvikvm(  374): GC_EXPLICIT freed 981K, 22% free 23751K/30132K, paused 11ms+14ms, total 154ms
05-22 10:49:14.346 I/Process (  374): Sending signal. PID: 14465 SIG: 3
05-22 10:49:14.346 I/dalvikvm(14465): threadid=3: reacting to signal 3
05-22 10:49:14.549 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-22 10:49:14.549 E/ActivityManager(  374): Reason: Broadcast of Intent { act=android.intent.action.SCREEN_OFF flg=0x50000010 }
05-22 10:49:14.549 E/ActivityManager(  374): Load: 3.55 / 3.03 / 2.53
05-22 10:49:14.549 E/ActivityManager(  374): CPU usage from 6927ms to 623ms ago:
05-22 10:49:14.549 E/ActivityManager(  374):   84% 14465/com.pekall.emdm.launcher: 84% user + 0% kernel
05-22 10:49:14.549 E/ActivityManager(  374):   82% 14914/com.pekall.emdm.launcher:remote: 82% user + 0.1% kernel
05-22 10:49:14.549 E/ActivityManager(  374):   2% 135/adbd: 0.3% user + 1.7% kernel / faults: 18 minor
05-22 10:49:14.549 E/ActivityManager(  374):   1.4% 13025/kworker/1:2: 0% user + 1.4% kernel
05-22 10:49:14.549 E/ActivityManager(  374):   1.2% 124/surfaceflinger: 0.4% user + 0.7% kernel / faults: 1917 minor
05-22 10:49:14.549 E/ActivityManager(  374):   1.1% 374/system_server: 0.6% user + 0.4% kernel / faults: 24 minor
05-22 10:49:14.549 E/ActivityManager(  374):   0.9% 1661/com.qihoo360.mobilesafe:GuardService: 0.9% user + 0% kernel / faults: 194 minor
05-22 10:49:14.549 E/ActivityManager(  374):   0.3% 13144/kworker/0:0: 0% user + 0.3% kernel
05-22 10:49:14.549 E/ActivityManager(  374):   0.3% 14662/com.nd.assistance.ServerService: 0.1% user + 0.1% kernel / faults: 101 minor
05-22 10:49:14.549 E/ActivityManager(  374):   0% 24/kswapd0: 0% user + 0% kernel
05-22 10:49:14.549 E/ActivityManager(  374):   0.1% 127/mediaserver: 0% user + 0.1% kernel
05-22 10:49:14.549 E/ActivityManager(  374):   0.1% 561/com.android.phone: 0.1% user + 0% kernel / faults: 22 minor
05-22 10:49:14.549 E/ActivityManager(  374):   0.1% 12874/com.qihoo.appstore: 0% user + 0.1% kernel / faults: 1 minor
05-22 10:49:14.549 E/ActivityManager(  374):   0% 13803/kworker/u:5: 0% user + 0% kernel
05-22 10:49:14.549 E/ActivityManager(  374):   0.1% 13965/kworker/u:1: 0% user + 0.1% kernel
05-22 10:49:14.549 E/ActivityManager(  374):  +0% 14961/logcat: 0% user + 0% kernel
05-22 10:49:14.549 E/ActivityManager(  374): 100% TOTAL: 95% user + 4.3% kernel
05-22 10:49:14.549 E/ActivityManager(  374): CPU usage from 3388ms to 3938ms later:
05-22 10:49:14.549 E/ActivityManager(  374):   100% 14465/com.pekall.emdm.launcher: 100% user + 0% kernel
05-22 10:49:14.549 E/ActivityManager(  374):     98% 14479/Thread-4935: 98% user + 0% kernel
05-22 10:49:14.549 E/ActivityManager(  374):   96% 14914/com.pekall.emdm.launcher:remote: 96% user + 0% kernel
05-22 10:49:14.549 E/ActivityManager(  374):     94% 14927/Thread-4959: 94% user + 0% kernel
05-22 10:49:14.549 E/ActivityManager(  374):   5.6% 374/system_server: 1.8% user + 3.7% kernel / faults: 8 minor
05-22 10:49:14.549 E/ActivityManager(  374):     5.6% 390/ActivityManager: 1.8% user + 3.7% kernel
05-22 10:49:14.549 E/ActivityManager(  374): 100% TOTAL: 98% user + 1.8% kernel
05-22 10:49:14.549 W/ActivityManager(  374): Killing ProcessRecord{4228df68 14914:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 10:49:14.564 W/ActivityManager(  374): Timeout executing service: ServiceRecord{4301b240 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-22 10:49:14.564 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 14914) has died.
05-22 10:49:14.564 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 20000ms
05-22 10:49:14.596 D/dalvikvm(14465): JIT unchain all for threadid=11
05-22 10:49:14.674 I/dalvikvm(14465): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:14.674 I/Process (  374): Sending signal. PID: 374 SIG: 3
05-22 10:49:14.674 I/dalvikvm(  374): threadid=3: reacting to signal 3
05-22 10:49:14.681 D/ExchangeService(14465): !!! EAS ExchangeService, onDestroy
05-22 10:49:14.689 D/dalvikvm(  448): GC_FOR_ALLOC freed 723K, 15% free 13816K/16128K, paused 43ms, total 43ms
05-22 10:49:15.338 I/Process (  374): Sending signal. PID: 561 SIG: 3
05-22 10:49:15.338 I/dalvikvm(  561): threadid=3: reacting to signal 3
05-22 10:49:15.346 I/dalvikvm(  374): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:15.353 I/Process (  374): Sending signal. PID: 448 SIG: 3
05-22 10:49:15.353 I/dalvikvm(  448): threadid=3: reacting to signal 3
05-22 10:49:15.377 I/dalvikvm(  561): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:15.377 I/Process (  374): Sending signal. PID: 568 SIG: 3
05-22 10:49:15.377 I/dalvikvm(  568): threadid=3: reacting to signal 3
05-22 10:49:15.400 I/dalvikvm(  568): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:15.603 D/dalvikvm( 1661): GC_EXPLICIT freed 6K, 18% free 13034K/15888K, paused 2ms+12ms, total 120ms
05-22 10:49:15.650 D/dalvikvm(  374): GC_CONCURRENT freed 2666K, 22% free 23543K/30132K, paused 10ms+41ms, total 308ms
05-22 10:49:15.885 I/dalvikvm(  448): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:15.892 I/Choreographer(  448): Skipped 72 frames!  The application may be doing too much work on its main thread.
05-22 10:49:15.994 D/dalvikvm(  374): GC_EXPLICIT freed 984K, 22% free 23743K/30132K, paused 6ms+8ms, total 146ms
05-22 10:49:16.025 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-22 10:49:16.033 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-22 10:49:16.088 V/DigitalWidgetViewsFactory(29624): DigitalWidget sets next alarm string to null
05-22 10:49:16.096 V/WiseDownloadConditionControler(11077): checkCondition  type : WISE_DOWNLOAD  inerrupting: true
05-22 10:49:16.142 D/dalvikvm(11404): GC_CONCURRENT freed 437K, 6% free 9408K/9904K, paused 1ms+1ms, total 22ms
05-22 10:49:16.166 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-22 10:49:16.588 I/Process (  374): Sending signal. PID: 14465 SIG: 3
05-22 10:49:16.588 I/dalvikvm(14465): threadid=3: reacting to signal 3
05-22 10:49:16.783 I/Process (  374): Sending signal. PID: 1661 SIG: 3
05-22 10:49:16.783 I/dalvikvm( 1661): threadid=3: reacting to signal 3
05-22 10:49:16.838 D/dalvikvm(14465): JIT unchain all for threadid=11
05-22 10:49:16.877 I/dalvikvm( 1661): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:16.877 I/Process (  374): Sending signal. PID: 11404 SIG: 3
05-22 10:49:16.877 I/dalvikvm(11404): threadid=3: reacting to signal 3
05-22 10:49:16.908 I/dalvikvm(14465): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:16.908 I/Process (  374): Sending signal. PID: 510 SIG: 3
05-22 10:49:16.908 I/dalvikvm(  510): threadid=3: reacting to signal 3
05-22 10:49:16.931 I/dalvikvm(  510): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:16.931 I/Process (  374): Sending signal. PID: 11077 SIG: 3
05-22 10:49:16.931 I/dalvikvm(11077): threadid=3: reacting to signal 3
05-22 10:49:16.939 I/dalvikvm(11404): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:49:16.986 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-22 10:49:16.986 E/ActivityManager(  374): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 10:49:16.986 E/ActivityManager(  374): Load: 3.55 / 3.03 / 2.53
05-22 10:49:16.986 E/ActivityManager(  374): CPU usage from 4826ms to -2377ms ago with 99% awake:
05-22 10:49:16.986 E/ActivityManager(  374):   75% 14465/com.pekall.emdm.launcher: 74% user + 0.8% kernel / faults: 441 minor
05-22 10:49:16.986 E/ActivityManager(  374):   38% 374/system_server: 32% user + 6.7% kernel / faults: 3645 minor
